student_id,name,grade,section,subject,semester,attendance_pct,participation_level,late_submissions,missing_assignments,total_assignments,quiz_1,quiz_2,quiz_3,quiz_4,quiz_5,quiz_avg,assignment_1,assignment_2,assignment_3,assignment_4,assignment_5,assignment_6,assignment_7,assignment_8,assignment_avg,midterm_score,final_exam_score,overall_score,weak_topic,second_weak_topic,days_since_login,parent_phone,parent_email,risk_score,risk_level
STU1190,Nida Cheema,Grade 11,B,Islamiyat,Fall 2025,43.8,Low,5,2,8,43,28,45,27,37,36.0,32.0,26.0,24.0,45.0,50.0,43.0,,,36.67,50,20,34.03,Fiqh,Zakat,12,03213151093,parent.nida73@gmail.com,62.86,High Risk
STU1191,Nimra Khawaja,Grade 10,B,Computer Science,Fall 2025,82.0,Low,1,2,8,55,51,56,58,65,57.0,73.0,,60.0,,58.0,61.0,61.0,67.0,63.33,61,49,56.47,Python Basics,Algorithms,5,03132544441,parent.nimra54@gmail.com,36.15,Medium Risk
STU1192,Nasreen Iqbal,Grade 12,C,Computer Science,Spring 2025,89.3,Medium,2,0,8,90,99,98,89,77,90.6,90.0,97.0,87.0,92.0,98.0,82.0,83.0,98.0,90.88,98,99,95.45,Data Structures,HTML/CSS,3,03119151280,parent.nasreen20@gmail.com,17.56,Low Risk
STU1193,Rahim Rajput,Grade 10,B,Science,Fall 2025,94.1,High,1,0,8,99,86,98,93,91,93.4,92.0,91.0,83.0,83.0,78.0,82.0,85.0,99.0,86.62,84,85,86.75,Chemical Reactions,Newton's Laws,3,03127651353,parent.rahim22@gmail.com,5.92,Low Risk
STU1194,Omar Bokhari,Grade 8,A,Computer Science,Fall 2025,83.9,Low,2,0,8,70,62,59,57,57,61.0,73.0,59.0,64.0,70.0,54.0,54.0,66.0,76.0,64.5,51,70,62.35,Databases,Loops,4,03227816814,parent.omar69@gmail.com,34.58,Medium Risk
STU1195,Parveen Zahid,Grade 11,A,Computer Science,Spring 2025,91.8,High,2,0,8,88,91,95,95,92,92.2,87.0,89.0,93.0,95.0,85.0,80.0,92.0,87.0,88.5,86,84,87.04,Data Structures,HTML/CSS,2,03102833556,parent.parveen10@gmail.com,9.41,Low Risk
STU1196,Shoaib Farooq,Grade 10,B,English,Spring 2025,92.4,High,1,0,8,75,99,88,100,84,89.2,97.0,85.0,78.0,95.0,89.0,84.0,91.0,95.0,89.25,85,85,86.69,Tenses,Synonyms,3,03201564718,parent.shoaib38@gmail.com,7.48,Low Risk
STU1197,Bushra Siddiqui,Grade 9,C,Urdu,Fall 2025,80.4,High,4,0,8,52,55,54,59,53,54.6,70.0,64.0,69.0,64.0,58.0,72.0,69.0,65.0,66.38,50,57,56.65,Prose,Story Writing,2,03243605118,parent.bushra12@gmail.com,27.23,Low Risk
STU1198,Rabia Sheikh,Grade 10,A,English,Fall 2025,88.5,Medium,1,0,8,81,85,88,84,100,87.6,93.0,89.0,92.0,100.0,79.0,88.0,80.0,82.0,87.88,90,82,86.3,Grammar,Punctuation,3,03148748882,parent.rabia34@gmail.com,16.05,Low Risk
STU1199,Waseem Gill,Grade 8,A,Islamiyat,Spring 2025,83.6,Medium,1,0,8,64,73,74,53,66,66.0,71.0,56.0,65.0,62.0,71.0,59.0,60.0,55.0,62.38,66,55,61.43,Quran Tafseer,Ramadan,4,03229179085,parent.waseem91@gmail.com,22.92,Low Risk
STU1200,Babar Noor,Grade 9,A,Islamiyat,Spring 2025,89.9,Medium,1,0,8,93,78,87,100,82,88.0,78.0,79.0,96.0,100.0,93.0,100.0,97.0,82.0,90.62,85,85,86.72,Pillars of Islam,Hadith,3,03124535417,parent.babar97@gmail.com,15.53,Low Risk
